date_time,activity,members1,members2,members3,holiday,nop,totalsales
2021/5/27,0,14343,0,0,0,906718,71967372.33
2021/5/28,0,14273,0,0,0,903007,75073925.94
2021/5/29,0,14563,0,0,0,908103,76519817.81
2021/5/30,0,14288,0,0,0,896972,74845132.91
2021/5/31,0,14428,0,0,0,877317,74134069.08
2021/6/1,0,13249,0,0,0,856520,73875986.89
2021/6/2,0,11036,0,0,0,849877,72577432.53
2021/6/3,0,9148,0,0,0,834477,71719692.02
2021/6/4,0,7330,0,0,0,821239,68863118.41
2021/6/5,0,5300,0,0,0,810091,67369214.19
2021/6/6,0,3228,0,0,0,802086,64720750.46
2021/6/7,0,1224,0,0,0,801233,62601462.86
2021/6/8,0,544,0,0,0,803407,63991417.99
2021/6/9,0,589,0,0,0,800534,67515723.9
2021/6/10,0,600,0,0,0,804067,67427216.69
2021/6/11,0,581,0,0,0,816192,67829494.53
2021/6/12,0,536,0,0,1,818968,90865309.19
2021/6/13,0,504,0,0,2,790249,88557003.13
2021/6/14,0,493,0,0,3,786728,89387263.98
2021/6/15,0,488,0,0,3,800752,118924234.5
2021/6/16,0,475,0,0,3,804388,113855769.3
2021/6/17,0,505,0,0,3,801630,121651559.2
2021/6/18,0,552,0,0,3,784821,142065351.8
2021/6/19,0,599,0,0,2,781480,117733748.7
2021/6/20,0,651,0,0,1,812125,120275636.7
2021/6/21,0,674,0,0,0,816963,120102657.1
2021/6/22,0,670,0,0,0,787893,87433843.48
2021/6/23,0,696,0,0,0,770474,88499044.04
2021/6/24,0,670,0,0,0,757478,80414599.68
2021/6/25,0,0,0,0,0,747012,60368489.04
2021/6/26,0,0,0,0,0,729257,61716024.5
2021/6/27,0,0,0,0,0,706154,61644407.31
2021/6/28,0,0,0,0,0,686663,362442015.2
2021/6/29,0,0,0,0,0,681438,365118632.7
2021/6/30,0,0,0,0,0,671471,369397351.5
2021/7/1,0,0,0,0,0,617799,367550293.4
2021/7/2,0,614,0,0,0,615356,363491172.8
2021/7/3,0,675,0,0,0,622489,361912013.1
2021/7/4,0,731,0,0,0,640521,360903747.1
2021/7/5,0,786,0,0,0,646774,59045407.77
2021/7/6,0,874,0,0,0,679731,58000755.11
2021/7/7,0,948,0,0,0,707192,54474428.78
2021/7/8,0,1025,0,0,0,776798,57754601.88
2021/7/9,0,1145,0,0,0,807057,68963622.15
2021/7/10,0,1202,0,0,0,833514,83581472.78
2021/7/11,1059,1254,0,0,0,850130,86641135.32
2021/7/12,0,1320,0,0,0,839687,86519980.61
2021/7/13,0,1365,0,0,0,837905,86385222.73
2021/7/14,0,1371,0,0,0,846460,87310089.1
2021/7/15,0,1456,0,0,0,856221,88202582.52
2021/7/16,0,1550,0,0,0,850413,88819197.81
2021/7/17,0,1678,0,0,0,845238,77748987.9
2021/7/18,0,1768,0,0,0,846912,77691696.26
2021/7/19,0,1819,0,0,0,884450,84603639.04
2021/7/20,0,1867,0,0,0,890265,87495590.02
2021/7/21,0,1926,0,0,0,895478,97060838.12
2021/7/22,0,1951,0,0,0,908141,119702245.7
2021/7/23,0,1947,0,0,0,921801,128243154.5
2021/7/24,0,1837,0,0,0,939152,126757436.0
2021/7/25,0,1758,0,0,0,932535,128060904.1
2021/7/26,0,1704,0,0,0,935943,122860097.4
2021/7/27,0,1654,0,0,0,931134,121651964.1
2021/7/28,0,1603,0,0,0,922945,138093963.5
2021/7/29,0,1532,0,0,0,904195,115231042.8
2021/7/30,0,1433,0,0,0,881157,96495895.93
2021/7/31,0,1341,0,0,0,850920,96456577.35
2021/8/1,0,1260,0,0,0,825547,101610117.4
2021/8/2,0,1147,0,0,0,778074,99109661.85
2021/8/3,0,1052,0,0,0,724947,94640560.69
2021/8/4,0,957,0,0,0,662423,63914899.77
2021/8/5,0,867,0,0,0,591229,59730508.04
2021/8/6,0,802,0,0,0,519534,55095481.39
2021/8/7,0,735,0,0,0,454695,60571766.71
2021/8/8,0,665,0,0,0,396904,47141681.25
2021/8/9,0,620,0,0,0,345340,44962432.41
2021/8/10,0,564,0,0,0,304527,41415729.05
2021/8/11,0,519,0,0,0,274642,42394484.8
2021/8/12,0,462,0,0,0,252091,40721974.9
2021/8/13,0,437,0,0,0,238106,43831067.89
2021/8/14,0,404,0,0,0,227772,34228849.68
2021/8/15,0,398,0,0,0,225891,32721138.25
2021/8/16,0,393,0,0,0,231627,32381914.38
2021/8/17,0,385,0,0,0,237388,32396932.34
2021/8/18,0,379,0,0,0,242169,33931146.33
2021/8/19,0,380,0,0,0,248109,34184919.28
2021/8/20,0,395,0,0,0,258141,31894916.48
2021/8/21,0,718,0,0,0,260127,29618557.72
2021/8/22,0,814,0,0,0,262996,30262680.67
2021/8/23,0,849,0,0,0,271262,3783262049.0
2021/8/24,0,956,0,0,0,284679,3786578557.0
2021/8/25,1057,1283,0,0,0,302945,3786577363.0
2021/8/26,0,1578,0,0,0,325024,3789810409.0
2021/8/27,0,1898,0,0,0,346184,3873664439.0
2021/8/28,0,2053,0,0,0,366815,3878044799.0
2021/8/29,0,2171,0,0,0,387894,3880390167.0
2021/8/30,0,2390,0,0,0,408115,129095476.7
2021/8/31,0,2443,0,0,0,427781,287572032.9
2021/9/1,0,2247,0,0,0,453587,285939123.4
2021/9/2,0,2064,0,0,0,479158,284188730.6
2021/9/3,0,1859,0,0,0,507170,207613716.7
2021/9/4,0,1497,0,0,0,530469,206107775.0
2021/9/5,0,1488,0,0,0,555512,208676484.9
2021/9/6,0,1314,0,0,0,583372,209238770.2
2021/9/7,0,1224,0,0,0,603308,49462691.4
2021/9/8,0,1183,0,0,0,611319,51035580.5
2021/9/9,2049,1145,0,0,0,615237,51258114.23
2021/9/10,0,1083,0,0,0,613770,55225471.08
2021/9/11,0,1026,0,1,0,609203,56787557.16
2021/9/12,0,874,0,1,0,604383,56682783.4
2021/9/13,0,829,0,1,0,586709,59843723.98
2021/9/14,0,803,0,1,0,578632,86014017.47
2021/9/15,0,754,0,1,0,591183,88468699.68
2021/9/16,0,720,0,1,0,609265,133345458.1
2021/9/17,0,683,0,1,0,624012,125587732.4
2021/9/18,0,718,0,0,0,665116,128681353.8
2021/9/19,0,735,0,0,1,660658,127721880.8
2021/9/20,0,759,0,0,2,644383,127920451.8
2021/9/21,0,816,0,0,3,640155,101682102.7
2021/9/22,0,857,0,0,3,656604,98685294.03
2021/9/23,0,871,0,0,3,654184,54823146.17
2021/9/24,0,883,0,0,3,649091,53344764.54
2021/9/25,0,846,0,0,3,634669,49846936.02
2021/9/26,0,819,1,0,2,669491,50539435.01
2021/9/27,0,802,1,0,1,723143,53802993.41
2021/9/28,0,770,1,0,0,761401,56560221.74
2021/9/29,0,763,1,0,0,763588,120630410.0
2021/9/30,0,755,1,0,0,790782,131617877.5
2021/10/1,0,746,1,0,1,813394,131905041.7
2021/10/2,0,702,1,0,2,814074,133302109.4
2021/10/3,0,640,0,0,3,788400,130330358.6
2021/10/4,0,599,0,0,4,764527,134127128.2
2021/10/5,0,543,0,0,5,752555,132844490.0
2021/10/6,0,483,0,0,6,745748,72115546.66
2021/10/7,0,452,0,0,7,738923,61089358.15
2021/10/8,0,482,0,0,6,718950,114803123.8
2021/10/9,0,554,0,0,5,715329,113888685.0
2021/10/10,0,645,0,0,4,743615,116643390.5
2021/10/11,0,679,0,0,3,770734,107328641.6
2021/10/12,0,686,0,0,2,777508,106768954.8
2021/10/13,0,719,0,0,1,774567,105635312.1
2021/10/14,0,750,0,0,0,769523,109951822.9
2021/10/15,0,735,0,0,0,794736,83569296.44
2021/10/16,0,712,0,0,0,800729,87603016.93
2021/10/17,0,679,0,0,0,806597,88822395.09
2021/10/18,0,670,0,0,0,812733,88608647.27
2021/10/19,0,686,0,0,0,819930,89027979.92
2021/10/20,0,676,0,0,0,809941,89584094.0
2021/10/21,0,673,0,0,0,786723,86311132.22
2021/10/22,0,655,0,0,0,774436,63432256.45
2021/10/23,0,633,0,0,0,757771,59443677.71
2021/10/24,0,631,0,0,0,724349,57280546.04
2021/10/25,0,623,0,0,0,679566,58399430.41
2021/10/26,0,600,0,0,0,626590,60816320.97
2021/10/27,0,579,0,0,0,584176,57255892.35
2021/10/28,2101,539,0,0,0,541709,57138680.6
2021/10/29,0,543,0,0,0,480011,57309519.05
2021/10/30,0,540,0,0,0,436494,55562403.2
2021/10/31,0,544,0,0,0,397049,57004686.72
2021/11/1,0,565,0,0,0,362624,56002406.05
2021/11/2,0,551,0,0,0,337902,51507618.29
2021/11/3,0,543,0,0,0,318623,51345006.91
2021/11/4,0,492,0,0,0,268919,43274662.57
